vehicle_no,timestamp,camera_id
MHBZ0281,2024-10-12 13:20:00,002
MHC92216,2024-09-22 18:00:00,002
MHCA1889,2024-10-02 10:00:00,002
MHCB1274,2024-09-21 13:20:00,002
MHCC8760,2024-10-05 17:40:00,002
MHCD0524,2024-10-12 14:40:00,002
MHCD8W32,2024-11-12 17:00:00,002
MHCE0253,2024-11-09 15:20:00,002
MHCF1020,2024-10-26 16:20:00,002
MHCF2082,2024-10-12 12:20:00,002
MHCF2742,2024-09-14 16:20:00,002
MHCH4749,2024-11-07 19:00:00,002
MHCHW619,2024-10-14 22:20:00,002
MHCO0339,2024-11-02 14:00:00,002
MHCO7106,2024-11-02 14:00:00,002
MHCP4296,2024-10-30 15:20:00,002
MHCS4M75,2024-10-06 17:00:00,002
MHCS7798,2024-11-09 14:40:00,002
MHCT4R24,2024-09-30 19:40:00,002
MHCU7591,2024-10-13 13:20:00,002
MHCV2001,2024-10-08 15:40:00,002
MHCW7984,2024-09-14 16:20:00,002
MHCW9311,2024-09-15 23:40:00,002
MHCX6207,2024-11-06 22:40:00,002
MHCX7514,2024-09-14 17:00:00,002
MHCYZ217,2024-11-10 16:40:00,002
MHCZ2221,2024-10-05 17:00:00,002
MHCZ3445,2024-09-28 13:40:00,002
MHCZ4Y08,2024-11-07 13:40:00,002
MHD89143,2024-11-10 00:00:00,002
MHDA0N08,2024-10-13 16:40:00,002
MHDB7308,2024-11-02 14:20:00,002
MHDC6371,2024-09-28 15:40:00,002
MHDE6657,2024-09-14 18:00:00,002
MHDF3194,2024-10-08 19:40:00,002
MHDF8T41,2024-09-17 13:20:00,002
MHDFM687,2024-10-18 23:40:00,002
MHDG5210,2024-11-02 14:40:00,002
MHDG83S5,2024-11-13 22:40:00,002
MHDGO272,2024-09-22 15:40:00,002
MHDI4186,2024-10-05 15:40:00,002
MHDJ26Q1,2024-11-01 20:40:00,002
MHDL115L,2024-09-27 00:00:00,002
MHDM2738,2024-09-21 13:20:00,002
MHDN9310,2024-10-19 14:00:00,002
MHDN9521,2024-11-02 15:00:00,002
MHDO3183,2024-10-05 17:40:00,002
MHDO8277,2024-09-29 10:00:00,002
MHDR04G8,2024-10-08 13:40:00,002
MHDR4634,2024-10-05 16:00:00,002
MHDS24X0,2024-11-11 10:40:00,002
MHDT7185,2024-09-14 18:40:00,002
MHDU099U,2024-10-30 14:20:00,002
MHDU8V17,2024-11-01 13:00:00,002
MHDW7736,2024-10-26 15:00:00,002
MHDX8289,2024-09-14 17:00:00,002
MHE42417,2024-10-16 16:20:00,002
MHEA219A,2024-11-09 17:40:00,002
MHEE8173,2024-11-09 14:20:00,002
MHEF1429,2024-09-13 15:00:00,002
MHEF1601,2024-10-26 23:40:00,002
MHEF3413,2024-10-15 16:00:00,002
MHEG377K,2024-10-06 21:40:00,002
MHEI6F42,2024-10-03 22:40:00,002
MHEJ1855,2024-10-12 13:40:00,002
MHEJ1915,2024-10-24 15:40:00,002
MHEN4883,2024-10-12 13:00:00,002
MHEO2336,2024-09-28 14:20:00,002
MHEP9842,2024-10-14 18:00:00,002
MHEP9996,2024-10-26 15:00:00,002
MHES0216,2024-10-11 14:20:00,002
MHES6F36,2024-11-11 10:20:00,002
MHEUU761,2024-10-12 16:40:00,002
MHEV0412,2024-11-03 11:40:00,002
MHEV2277,2024-10-19 15:20:00,002
MHEV5498,2024-10-05 16:00:00,002
MHEV9677,2024-09-14 18:20:00,002
MHEW6419,2024-09-14 16:20:00,002
MHEX2269,2024-09-14 17:00:00,002
MHEX393M,2024-10-22 13:00:00,002
MHEX5551,2024-09-14 17:40:00,002
MHEZ0666,2024-10-26 15:40:00,002
MHEZ932P,2024-10-08 12:40:00,002
MHFCR867,2024-10-23 21:20:00,002
MHFD1443,2024-09-21 11:00:00,002
MHFD866W,2024-10-16 11:20:00,002
MHFE9573,2024-10-12 12:20:00,002
MHFF26T8,2024-09-24 12:40:00,002
MHFG0Y69,2024-11-10 09:20:00,002
MHFH2505,2024-09-28 14:00:00,002
MHFH3505,2024-10-12 14:00:00,002
MHFHE846,2024-09-26 15:40:00,002
MHFI3557,2024-10-26 16:40:00,002
MHFL8258,2024-09-14 16:00:00,002
MHFO8103,2024-11-02 13:00:00,002
MHFP1409,2024-11-09 13:40:00,002
MHFT733P,2024-09-12 10:40:00,002
MHFU1329,2024-10-31 13:00:00,002
MHFUZ729,2024-09-12 19:00:00,002
MHFV4130,2024-10-19 13:40:00,002
MHFW100E,2024-10-26 17:40:00,002
MHFX574P,2024-09-29 15:40:00,002
MHFXO181,2024-11-05 22:00:00,002
MHFY7603,2024-11-12 19:20:00,002
MHG10124,2024-11-11 15:40:00,002
MHG70521,2024-10-02 16:00:00,002
MHGA7605,2024-10-05 17:20:00,002
MHGB7206,2024-09-14 16:00:00,002
MHGBC833,2024-10-14 14:00:00,002
MHGE4883,2024-10-27 12:40:00,002
MHGF819S,2024-10-20 19:40:00,002
MHGG0357,2024-11-02 14:20:00,002
MHGG9704,2024-09-18 23:20:00,002
MHGH4646,2024-10-19 15:20:00,002
MHGI1F14,2024-10-26 18:00:00,002
MHGK1019,2024-09-13 12:00:00,002
MHGL1365,2024-11-09 15:20:00,002
MHGL5962,2024-09-14 17:40:00,002
MHGN21V7,2024-09-28 15:20:00,002
MHGP69W2,2024-09-18 23:40:00,002
MHGPE994,2024-09-22 12:00:00,002
MHGQ8483,2024-10-12 12:40:00,002
MHGS8930,2024-09-21 13:00:00,002
MHGT5325,2024-10-19 13:40:00,002
MHGT5846,2024-10-26 15:00:00,002
MHGV1968,2024-09-25 13:00:00,002
MHGW6742,2024-09-13 20:40:00,002
MHGW8834,2024-11-09 14:20:00,002
MHGY036B,2024-10-06 14:20:00,002
MHGY0974,2024-09-14 17:00:00,002
MHGY8614,2024-10-27 21:00:00,002
MHGZ332G,2024-11-10 20:40:00,002
MHH45919,2024-09-12 17:20:00,002
MHH78747,2024-10-11 21:40:00,002
MHHB7019,2024-09-14 17:00:00,002
MHHC7066,2024-10-12 14:00:00,002
MHHD7502,2024-09-14 17:00:00,002
MHHE2099,2024-09-14 18:00:00,002
MHHE2197,2024-09-23 22:00:00,002
MHHE4408,2024-09-28 14:40:00,002
MHHF2034,2024-10-19 14:00:00,002
MHHF2790,2024-10-26 15:20:00,002
MHHF4193,2024-09-23 23:20:00,002
MHHG2938,2024-10-08 11:00:00,002
MHHH2336,2024-10-19 15:20:00,002
MHHH6870,2024-10-15 15:00:00,002
MHHIP790,2024-10-18 18:00:00,002
MHHJ5466,2024-09-28 14:20:00,002
MHHK2989,2024-09-14 18:00:00,002
MHHK3106,2024-10-26 19:40:00,002
MHHK4015,2024-09-13 12:20:00,002
MHHK6075,2024-09-14 18:40:00,002
MHHL1614,2024-10-05 16:40:00,002
MHHL9222,2024-09-21 11:40:00,002
MHHM2699,2024-09-12 22:00:00,002
MHHM83L9,2024-11-04 22:00:00,002
MHHN9871,2024-09-21 12:00:00,002
MHHP1808,2024-09-21 11:00:00,002
MHHP4788,2024-10-26 15:40:00,002
MHHR3343,2024-11-02 14:00:00,002
MHHS5437,2024-10-02 10:20:00,002
MHHT8711,2024-10-19 15:00:00,002
MHHV6302,2024-10-14 21:40:00,002
MHHV9Z50,2024-10-21 00:00:00,002
MHHW5846,2024-10-05 17:00:00,002
MHHX6174,2024-10-20 20:20:00,002
MHHX9E24,2024-09-22 12:00:00,002
MHHY6890,2024-11-02 14:20:00,002
MHHY6930,2024-10-19 15:20:00,002
MHHZ4441,2024-11-09 14:40:00,002
MHIA5925,2024-09-21 11:40:00,002
MHIA7F91,2024-10-16 14:00:00,002
MHIB33C8,2024-09-21 20:00:00,002
MHIC5547,2024-10-26 16:00:00,002
MHID2445,2024-10-26 16:40:00,002
MHID4378,2024-09-26 22:00:00,002
MHID5188,2024-11-02 15:20:00,002
MHID5712,2024-10-26 14:40:00,002
MHIDH423,2024-10-22 16:00:00,002
MHIF2796,2024-09-28 15:40:00,002
MHIF9801,2024-10-12 14:00:00,002
MHII7195,2024-11-09 13:00:00,002
MHIJ1865,2024-10-05 17:20:00,002
MHIJ21F8,2024-11-02 18:20:00,002
MHIJ9735,2024-09-21 11:40:00,002
MHIK6833,2024-11-09 15:00:00,002
MHIK7879,2024-09-14 16:40:00,002
MHIK8825,2024-10-26 15:00:00,002
MHIL34R3,2024-11-03 16:40:00,002
MHIL8601,2024-09-22 09:20:00,002
MHIM7140,2024-11-08 14:20:00,002
MHIM7K01,2024-11-05 14:00:00,002
MHIM8153,2024-10-05 17:20:00,002
MHIN5394,2024-10-12 14:20:00,002
MHIN8975,2024-09-14 17:00:00,002
MHIO9O71,2024-11-13 16:00:00,002
MHIQ5855,2024-10-19 14:20:00,002
MHIQ65I6,2024-10-11 13:00:00,002
MHIU3E86,2024-09-13 14:40:00,002
MHIV0695,2024-10-13 17:20:00,002
MHIV1303,2024-09-21 12:20:00,002
MHIWK446,2024-10-11 13:20:00,002
MHIY193U,2024-09-24 23:20:00,002
MHJ61671,2024-11-06 21:00:00,002
MHJA2073,2024-09-28 12:20:00,002
MHJB1227,2024-10-26 18:00:00,002
MHJE5419,2024-09-14 18:20:00,002
MHJG0498,2024-10-14 14:40:00,002
MHJG3063,2024-11-09 13:20:00,002
MHJH7685,2024-10-26 14:40:00,002
MHJH9376,2024-10-13 21:00:00,002
MHJI2651,2024-09-28 15:40:00,002
MHJJ1312,2024-09-21 12:40:00,002
MHJJ6469,2024-10-26 16:20:00,002
MHJK8643,2024-11-02 15:00:00,002
MHJL7185,2024-09-28 15:40:00,002
MHJM5150,2024-10-19 14:20:00,002
MHJM5179,2024-11-02 13:20:00,002
MHJM6693,2024-09-21 13:00:00,002
MHJMV906,2024-10-03 23:40:00,002
MHJN1I23,2024-09-19 12:40:00,002
MHJN3958,2024-10-26 16:00:00,002
MHJO0003,2024-09-27 16:20:00,002
MHJO4356,2024-09-21 11:20:00,002
MHJQ3171,2024-09-12 20:00:00,002
MHJQ7161,2024-09-30 19:40:00,002
MHJR9851,2024-09-21 12:40:00,002
MHJS4040,2024-09-21 11:40:00,002
MHJT1113,2024-10-09 13:20:00,002
MHJT1717,2024-11-02 13:00:00,002
MHJT2135,2024-09-21 14:20:00,002
MHJT4146,2024-11-02 14:40:00,002
MHJT6980,2024-10-09 10:40:00,002
MHJU1982,2024-09-30 09:00:00,002
MHJV8730,2024-10-19 14:20:00,002
MHJX1116,2024-09-21 10:40:00,002
MHJX1545,2024-11-02 14:00:00,002
MHJY1U60,2024-10-08 16:00:00,002
MHJZ0967,2024-09-17 11:00:00,002
MHJZ6430,2024-10-05 17:20:00,002
MHK91151,2024-09-16 18:20:00,002
MHKA6372,2024-10-26 17:20:00,002
MHKA7553,2024-10-19 15:40:00,002
MHKB5385,2024-09-14 16:40:00,002
MHKCD787,2024-10-01 16:00:00,002
MHKF9924,2024-10-12 14:00:00,002
MHKG9883,2024-09-21 12:20:00,002
MHKH212L,2024-11-13 12:40:00,002
MHKH215P,2024-09-29 14:40:00,002
MHKH9973,2024-11-09 14:00:00,002
MHKI5742,2024-11-09 15:00:00,002
MHKL0348,2024-09-21 10:40:00,002
MHKL4408,2024-10-05 17:20:00,002
MHKM0227,2024-10-19 13:20:00,002
MHKM059D,2024-10-23 18:00:00,002
MHKM7300,2024-10-05 12:40:00,002
MHKN2227,2024-09-14 18:00:00,002
MHKN5723,2024-09-15 15:00:00,002
MHKO1679,2024-10-12 14:00:00,002
MHKP2844,2024-09-14 18:40:00,002
MHKR5560,2024-10-15 21:40:00,002
MHKV8211,2024-10-26 21:20:00,002
MHKV8494,2024-11-09 14:20:00,002
MHKW8661,2024-10-05 16:20:00,002
MHKX2261,2024-10-18 21:20:00,002
MHKX7183,2024-09-21 10:40:00,002
MHKX9089,2024-09-28 14:20:00,002
MHKY002Z,2024-09-27 14:00:00,002
MHL38781,2024-10-21 14:40:00,002
MHLA2283,2024-10-11 19:20:00,002
MHLA3093,2024-10-12 13:20:00,002
MHLA8171,2024-09-17 21:00:00,002
MHLB1477,2024-09-21 13:00:00,002
MHLC5C93,2024-10-23 00:00:00,002
MHLE3096,2024-10-26 15:20:00,002
MHLE36Z6,2024-10-27 00:00:00,002
MHLE56X9,2024-11-13 22:40:00,002
MHLE9497,2024-10-05 17:00:00,002
MHLFR393,2024-10-22 14:40:00,002
MHLH06N4,2024-10-08 18:20:00,002
MHLI4151,2024-09-21 10:40:00,002
MHLI4992,2024-10-12 12:00:00,002
MHLI7886,2024-09-14 16:20:00,002
MHLI9176,2024-11-09 14:40:00,002
MHLI9570,2024-09-26 23:00:00,002
MHLJ8764,2024-09-21 12:20:00,002
MHLL4194,2024-11-05 21:20:00,002
MHLL4610,2024-10-05 17:00:00,002
MHLLI492,2024-10-12 22:20:00,002
MHLN4288,2024-09-14 18:40:00,002
MHLN5458,2024-09-25 14:20:00,002
MHLO13G4,2024-09-19 12:40:00,002
MHLP7677,2024-10-05 15:20:00,002
MHLPJ907,2024-09-28 18:20:00,002
MHLR8351,2024-09-24 15:20:00,002
MHLS4994,2024-10-19 14:20:00,002
MHLS5713,2024-10-27 12:20:00,002
MHLT3352,2024-10-19 14:40:00,002
MHLT6172,2024-10-12 13:40:00,002
MHLW29H1,2024-10-29 12:20:00,002
MHLWY675,2024-10-23 15:20:00,002
MHLX7189,2024-09-28 13:20:00,002
MHLZ2470,2024-10-27 15:20:00,002
MHLZ7357,2024-09-21 12:40:00,002
MHLZS387,2024-11-05 16:40:00,002
MHM52400,2024-10-30 20:20:00,002
MHM59083,2024-09-13 20:00:00,002
MHM63585,2024-11-12 18:00:00,002
MHMD5305,2024-11-09 14:00:00,002
MHMG7047,2024-10-02 14:40:00,002
MHMG7614,2024-10-12 14:00:00,002
MHMI0593,2024-09-14 18:40:00,002
MHMI2P17,2024-09-29 13:20:00,002
MHMJ2863,2024-11-09 15:20:00,002
MHMJ8657,2024-10-26 15:40:00,002
MHMK6014,2024-10-05 15:40:00,002
MHMK624A,2024-10-04 19:00:00,002
MHML7950,2024-10-21 15:20:00,002
MHMM3707,2024-11-09 10:20:00,002
MHMM6901,2024-10-12 13:00:00,002
MHMN9705,2024-11-02 14:00:00,002
MHMO6302,2024-11-02 15:20:00,002
MHMP3991,2024-11-02 14:40:00,002
MHMP538T,2024-09-22 12:00:00,002
MHMP9522,2024-10-15 23:00:00,002
MHMQ4786,2024-09-28 15:00:00,002
MHMR0241,2024-10-26 15:00:00,002
MHMR6774,2024-09-14 17:40:00,002
MHMS4046,2024-11-02 15:20:00,002
MHMU5009,2024-10-16 20:40:00,002
MHMW2X07,2024-09-16 16:40:00,002
MHMXE938,2024-10-17 16:00:00,002
MHN00922,2024-11-10 20:40:00,002
MHN98128,2024-10-02 16:00:00,002
MHNA3611,2024-09-14 16:20:00,002
MHNA3857,2024-11-02 15:00:00,002
MHNB2071,2024-09-21 11:20:00,002
MHNC4208,2024-09-14 18:00:00,002
MHNC5889,2024-11-09 14:20:00,002
MHNC9637,2024-10-12 12:20:00,002
MHND0631,2024-09-28 14:20:00,002
MHND3173,2024-09-14 18:00:00,002
MHNG2760,2024-09-14 16:20:00,002
MHNH796O,2024-11-02 16:40:00,002
MHNI9398,2024-10-10 23:00:00,002
MHNL9Z17,2024-10-16 12:20:00,002
MHNM2266,2024-11-02 13:00:00,002
MHNN5265,2024-09-14 17:40:00,002
MHNP2257,2024-10-05 16:00:00,002
MHNT6614,2024-10-12 13:40:00,002
MHNT6986,2024-11-13 14:40:00,002
MHNU0Z43,2024-11-12 14:20:00,002
MHNU5805,2024-09-14 18:20:00,002
MHNU8428,2024-10-05 17:40:00,002
MHNU960Z,2024-09-22 16:00:00,002
MHNV3572,2024-10-29 20:00:00,002
MHNZ2060,2024-11-07 11:00:00,002
MHNZ4998,2024-09-21 12:40:00,002
MHOA456P,2024-10-22 13:00:00,002
MHOA5858,2024-09-28 13:40:00,002
MHOA63K0,2024-10-08 23:00:00,002
MHOB1967,2024-10-12 12:00:00,002
MHOC0913,2024-10-12 14:00:00,002
MHOE3668,2024-11-09 14:40:00,002
MHOF144B,2024-11-08 18:00:00,002
MHOF8790,2024-10-26 15:20:00,002
MHOH5305,2024-10-09 12:00:00,002
MHOK1245,2024-09-28 14:20:00,002
MHOK422I,2024-11-01 12:00:00,002
MHOK84Y4,2024-10-20 11:40:00,002
MHOKT603,2024-09-28 13:00:00,002
MHOL4368,2024-10-17 22:40:00,002
MHOM3854,2024-10-05 17:40:00,002
MHOM612G,2024-10-15 12:00:00,002
MHOP519U,2024-09-26 22:20:00,002
MHOQ1044,2024-09-15 13:20:00,002
MHOR323H,2024-09-21 06:40:00,002
MHOR3F62,2024-11-07 15:20:00,002
MHOSD453,2024-10-25 10:40:00,002
MHOT3382,2024-10-19 13:20:00,002
MHOX1034,2024-11-09 14:40:00,002
MHOY4069,2024-10-05 15:40:00,002
MHPB6934,2024-10-12 14:00:00,002
MHPB9269,2024-09-21 12:40:00,002
MHPC84L1,2024-10-25 15:20:00,002
MHPD2125,2024-11-09 13:20:00,002
MHPE1400,2024-09-28 13:20:00,002
MHPE5S56,2024-11-06 15:40:00,002
MHPE9279,2024-09-14 16:40:00,002
MHPF1525,2024-11-09 15:00:00,002
MHPGV315,2024-10-30 17:40:00,002
MHPH6142,2024-09-28 14:00:00,002
MHPI3543,2024-10-26 16:00:00,002
MHPJ8931,2024-09-28 15:20:00,002
MHPK1278,2024-10-18 19:20:00,002
MHPK5235,2024-10-14 20:00:00,002
MHPL3698,2024-09-14 17:00:00,002
MHPL442V,2024-10-11 11:40:00,002
MHPL6438,2024-09-28 13:20:00,002
MHPL9961,2024-10-27 16:00:00,002
MHPM7323,2024-10-22 19:40:00,002
MHPN5965,2024-10-05 16:00:00,002
MHPP8552,2024-10-25 19:00:00,002
MHPQ4X30,2024-10-10 12:40:00,002
MHPQ6645,2024-10-12 12:40:00,002
MHPS3092,2024-10-12 12:40:00,002
MHPT062N,2024-10-25 15:40:00,002
MHPT6501,2024-10-07 17:40:00,002
MHPV3M22,2024-10-04 22:20:00,002
MHPW2951,2024-10-26 16:40:00,002
MHPY2628,2024-11-09 14:00:00,002
MHPYG490,2024-09-30 18:20:00,002
MHPZ1767,2024-10-09 13:00:00,002
MHQ26213,2024-10-01 13:20:00,002
MHQB2206,2024-09-28 15:40:00,002
MHQB343P,2024-09-29 18:00:00,002
MHQB3D88,2024-11-04 12:00:00,002
MHQB5779,2024-10-26 15:40:00,002
MHQD0361,2024-09-14 18:00:00,002
MHQD6A89,2024-09-22 14:00:00,002
MHQF2610,2024-09-19 17:20:00,002
MHQF94S6,2024-11-13 09:40:00,002
MHQH1069,2024-11-09 23:40:00,002
MHQH4843,2024-10-12 13:20:00,002
MHQH5S27,2024-10-27 22:20:00,002
MHQI6916,2024-09-14 16:00:00,002
MHQM8447,2024-09-28 15:40:00,002
MHQN8001,2024-10-15 17:40:00,002
MHQO583M,2024-11-03 22:20:00,002
MHQS2493,2024-10-26 15:20:00,002
MHQS85W9,2024-10-23 16:40:00,002
MHQV8534,2024-10-05 16:40:00,002
MHQW3023,2024-09-28 14:40:00,002
MHQX0908,2024-10-05 16:20:00,002
MHQX3471,2024-10-12 14:20:00,002
MHQX5710,2024-11-06 18:40:00,002
MHQX9269,2024-09-21 11:40:00,002
MHQY96N7,2024-10-31 17:40:00,002
MHR91492,2024-09-12 23:00:00,002
MHRA0188,2024-11-09 14:20:00,002
MHRA0518,2024-09-12 08:40:00,002
MHRG8515,2024-10-26 16:00:00,002
MHRGB646,2024-09-16 16:20:00,002
MHRI2239,2024-09-14 16:40:00,002
MHRI2T02,2024-09-18 14:40:00,002
MHRJ8741,2024-10-27 11:00:00,002
MHRK0127,2024-09-19 21:40:00,002
MHRK7021,2024-10-08 13:20:00,002
MHRL9066,2024-10-14 13:20:00,002
MHRP8988,2024-10-30 21:20:00,002
MHRR74S5,2024-10-26 23:00:00,002
MHRT0847,2024-10-12 14:00:00,002
MHRV8215,2024-11-02 13:00:00,002
MHSA7206,2024-09-28 15:20:00,002
MHSB8674,2024-11-09 13:20:00,002
MHSC9475,2024-09-28 14:40:00,002
MHSF5705,2024-10-24 21:00:00,002
MHSG8196,2024-09-28 15:20:00,002
MHSH0548,2024-10-05 15:00:00,002
MHSH2038,2024-11-02 14:20:00,002
MHSI05N0,2024-09-24 11:20:00,002
MHSK2093,2024-10-26 17:20:00,002
MHSK2699,2024-09-12 17:00:00,002
MHSM7J60,2024-11-12 23:40:00,002
MHSMP215,2024-09-30 09:40:00,002
MHSN8506,2024-10-05 16:00:00,002
MHSO932I,2024-10-01 21:40:00,002
MHSQ517N,2024-10-21 12:40:00,002
MHSQ9648,2024-09-14 17:20:00,002
MHSR2505,2024-10-05 16:20:00,002
MHSR8835,2024-10-06 20:00:00,002
MHSS1479,2024-09-19 19:00:00,002
MHST8686,2024-10-12 14:00:00,002
MHSTS668,2024-10-04 13:20:00,002
MHSU8489,2024-09-21 11:40:00,002
MHSW4929,2024-09-18 22:40:00,002
MHSX8077,2024-10-30 18:20:00,002
MHSZ6440,2024-09-14 18:00:00,002
MHTA1147,2024-09-28 14:40:00,002
MHTB1488,2024-10-30 14:40:00,002
MHTC03O2,2024-10-05 14:20:00,002
MHTC5987,2024-09-14 17:40:00,002
MHTD2996,2024-11-09 15:00:00,002
MHTD6422,2024-10-26 16:20:00,002
MHTF5143,2024-10-24 17:00:00,002
MHTF9354,2024-10-15 20:00:00,002
