vehicle_no,timestamp,camera_id
MHNC9637,2024-10-12 09:00:00,001
MHPQ6645,2024-10-12 09:00:00,001
MHPS3092,2024-10-12 09:00:00,001
MHGQ8483,2024-10-12 09:00:00,001
MHWB7116,2024-10-12 09:00:00,001
MHVC4415,2024-10-12 09:00:00,001
MHEN4883,2024-10-12 09:00:00,001
MHMM6901,2024-10-12 09:00:00,001
MHBZ0281,2024-10-12 09:00:00,001
MHQH4843,2024-10-12 09:00:00,001
MHLA3093,2024-10-12 09:00:00,001
MHNT6614,2024-10-12 09:00:00,001
MHZD7581,2024-10-12 09:00:00,001
MHEJ1855,2024-10-12 09:00:00,001
MHLT6172,2024-10-12 09:00:00,001
MHTP8958,2024-10-12 09:20:00,001
MHMG7614,2024-10-12 09:20:00,001
MHKO1679,2024-10-12 09:20:00,001
MHPB6934,2024-10-12 09:20:00,001
MHST8686,2024-10-12 09:20:00,001
MHRT0847,2024-10-12 09:20:00,001
MHWS3563,2024-10-12 09:20:00,001
MHKF9924,2024-10-12 09:20:00,001
MHFH3505,2024-10-12 09:20:00,001
MHIF9801,2024-10-12 09:20:00,001
MHVJ7010,2024-10-12 09:20:00,001
MHBT1133,2024-10-12 09:20:00,001
MHBX3344,2024-10-12 09:20:00,001
MHOC0913,2024-10-12 09:20:00,001
MHHC7066,2024-10-12 09:20:00,001
MHIN5394,2024-10-12 09:20:00,001
MHUJ3181,2024-10-12 09:20:00,001
MHWQ3062,2024-10-12 09:20:00,001
MHQX3471,2024-10-12 09:20:00,001
MHZD1088,2024-10-12 09:20:00,001
MHCD0524,2024-10-12 09:20:00,001
MHKM0227,2024-10-19 09:00:00,001
MHOT3382,2024-10-19 09:00:00,001
MHZR9980,2024-10-19 09:00:00,001
MHFV4130,2024-10-19 09:00:00,001
MHGT5325,2024-10-19 09:00:00,001
MHAO5621,2024-10-19 09:00:00,001
MHWW1113,2024-10-19 09:00:00,001
MHYN5479,2024-10-19 09:00:00,001
MHBH1487,2024-10-19 09:00:00,001
MHDN9310,2024-10-19 09:00:00,001
MHHF2034,2024-10-19 09:00:00,001
MHJV8730,2024-10-19 09:00:00,001
MHLS4994,2024-10-19 09:00:00,001
MHZZ0258,2024-10-19 09:00:00,001
MHIQ5855,2024-10-19 09:20:00,001
MHJM5150,2024-10-19 09:20:00,001
MHXM1746,2024-10-19 09:20:00,001
MHZO4130,2024-10-19 09:20:00,001
MHLT3352,2024-10-19 09:20:00,001
MHBU5467,2024-10-19 09:20:00,001
MHTQ6231,2024-10-19 09:20:00,001
MHVV6689,2024-10-19 09:20:00,001
MHUO5333,2024-10-19 09:20:00,001
MHHT8711,2024-10-19 09:20:00,001
MHEV2277,2024-10-19 09:20:00,001
MHHY6930,2024-10-19 09:20:00,001
MHHH2336,2024-10-19 09:20:00,001
MHGH4646,2024-10-19 09:20:00,001
MHKA7553,2024-10-19 09:20:00,001
MHTS0995,2024-10-26 09:00:00,001
MHID5712,2024-10-26 09:00:00,001
MHJH7685,2024-10-26 09:00:00,001
MHEP9996,2024-10-26 09:00:00,001
MHMR0241,2024-10-26 09:00:00,001
MHIK8825,2024-10-26 09:00:00,001
MHDW7736,2024-10-26 09:00:00,001
MHGT5846,2024-10-26 09:00:00,001
MHQS2493,2024-10-26 09:00:00,001
MHHF2790,2024-10-26 09:00:00,001
MHVC1308,2024-10-26 09:00:00,001
MHXS2147,2024-10-26 09:00:00,001
MHOF8790,2024-10-26 09:00:00,001
MHLE3096,2024-10-26 09:20:00,001
MHMJ8657,2024-10-26 09:20:00,001
MHEZ0666,2024-10-26 09:20:00,001
MHQB5779,2024-10-26 09:20:00,001
MHAO6348,2024-10-26 09:20:00,001
MHHP4788,2024-10-26 09:20:00,001
MHJN3958,2024-10-26 09:20:00,001
MHIC5547,2024-10-26 09:20:00,001
MHPI3543,2024-10-26 09:20:00,001
MHZI5113,2024-10-26 09:20:00,001
MHRG8515,2024-10-26 09:20:00,001
MHTD6422,2024-10-26 09:20:00,001
MHUL8030,2024-10-26 09:20:00,001
MHCF1020,2024-10-26 09:20:00,001
MHJJ6469,2024-10-26 09:20:00,001
MHFI3557,2024-10-26 09:20:00,001
MHBA8763,2024-10-26 09:20:00,001
MHVS0876,2024-10-26 09:20:00,001
MHID2445,2024-10-26 09:20:00,001
MHPW2951,2024-10-26 09:20:00,001
MHBA5766,2024-10-26 09:20:00,001
MHSK2093,2024-10-26 09:20:00,001
MHWH0555,2024-11-02 09:00:00,001
MHBM0342,2024-11-02 09:00:00,001
MHJT1717,2024-11-02 09:00:00,001
MHYP3806,2024-11-02 09:00:00,001
MHBD7416,2024-11-02 09:00:00,001
MHNM2266,2024-11-02 09:00:00,001
MHFO8103,2024-11-02 09:00:00,001
MHVN2265,2024-11-02 09:00:00,001
MHRV8215,2024-11-02 09:00:00,001
MHJM5179,2024-11-02 09:00:00,001
MHYQ7048,2024-11-02 09:00:00,001
MHCO7106,2024-11-02 09:00:00,001
MHJX1545,2024-11-02 09:00:00,001
MHMN9705,2024-11-02 09:00:00,001
MHYK5641,2024-11-02 09:00:00,001
MHHR3343,2024-11-02 09:00:00,001
MHTW1725,2024-11-02 09:00:00,001
MHCO0339,2024-11-02 09:00:00,001
MHYS7123,2024-11-02 09:00:00,001
MHSH2038,2024-11-02 09:00:00,001
MHDB7308,2024-11-02 09:00:00,001
MHHY6890,2024-11-02 09:00:00,001
MHGG0357,2024-11-02 09:00:00,001
MHMP3991,2024-11-02 09:20:00,001
MHDG5210,2024-11-02 09:20:00,001
MHZG6789,2024-11-02 09:20:00,001
MHWK4928,2024-11-02 09:20:00,001
MHUL3798,2024-11-02 09:20:00,001
MHZW2946,2024-11-02 09:20:00,001
MHJT4146,2024-11-02 09:20:00,001
MHWL7209,2024-11-02 09:20:00,001
MHUL2703,2024-11-02 09:20:00,001
MHTP1148,2024-11-02 09:20:00,001
MHNA3857,2024-11-02 09:20:00,001
MHJK8643,2024-11-02 09:20:00,001
MHVO6199,2024-11-02 09:20:00,001
MHMO6302,2024-11-02 09:20:00,001
MHAW5696,2024-11-02 09:20:00,001
MHMS4046,2024-11-02 09:20:00,001
MHID5188,2024-11-02 09:20:00,001
MHII7195,2024-11-09 09:00:00,001
MHZN5804,2024-11-09 09:00:00,001
MHYV2746,2024-11-09 09:00:00,001
MHSB8674,2024-11-09 09:00:00,001
MHYV5332,2024-11-09 09:00:00,001
MHPD2125,2024-11-09 09:00:00,001
MHJG3063,2024-11-09 09:00:00,001
MHFP1409,2024-11-09 09:00:00,001
MHKH9973,2024-11-09 09:00:00,001
MHMD5305,2024-11-09 09:00:00,001
MHPY2628,2024-11-09 09:00:00,001
MHYT3357,2024-11-09 09:00:00,001
MHKV8494,2024-11-09 09:00:00,001
MHNC5889,2024-11-09 09:00:00,001
MHBM2888,2024-11-09 09:00:00,001
MHEE8173,2024-11-09 09:00:00,001
MHVI7193,2024-11-09 09:00:00,001
MHBB1404,2024-11-09 09:00:00,001
MHRA0188,2024-11-09 09:00:00,001
MHGW8834,2024-11-09 09:00:00,001
MHZY0460,2024-11-09 09:00:00,001
MHVA2198,2024-11-09 09:00:00,001
MHCS7798,2024-11-09 09:00:00,001
MHWH7949,2024-11-09 09:20:00,001
MH4S0891,2024-11-09 09:20:00,001
MHLI9176,2024-11-09 09:20:00,001
MHOX1034,2024-11-09 09:20:00,001
MHOE3668,2024-11-09 09:20:00,001
MHHZ4441,2024-11-09 09:20:00,001
MHIK6833,2024-11-09 09:20:00,001
MHPF1525,2024-11-09 09:20:00,001
MHTD2996,2024-11-09 09:20:00,001
MHKI5742,2024-11-09 09:20:00,001
MHTP2014,2024-11-09 09:20:00,001
MHZX5614,2024-11-09 09:20:00,001
MHAT4088,2024-11-09 09:20:00,001
MHCE0253,2024-11-09 09:20:00,001
MHAS6887,2024-11-09 09:20:00,001
MHMJ2863,2024-11-09 09:20:00,001
MHUS6E95,2024-11-09 09:20:00,001
MHGL1365,2024-11-09 09:20:00,001
