vehicle_no,timestamp,camera_id
MHNP2257,2024-10-05 16:00:00,002
MHKW8661,2024-10-05 16:20:00,002
MHQX0908,2024-10-05 16:20:00,002
MHWX3099,2024-10-05 16:20:00,002
MHWL4637,2024-10-05 16:20:00,002
MHSR2505,2024-10-05 16:20:00,002
MHHL1614,2024-10-05 16:40:00,002
MHQV8534,2024-10-05 16:40:00,002
MHLE9497,2024-10-05 17:00:00,002
MHHW5846,2024-10-05 17:00:00,002
MHZM8238,2024-10-05 17:00:00,002
MHLL4610,2024-10-05 17:00:00,002
MHCZ2221,2024-10-05 17:00:00,002
MHWY8438,2024-10-05 17:00:00,002
MHGA7605,2024-10-05 17:20:00,002
MHXY7086,2024-10-05 17:20:00,002
MHVA8240,2024-10-05 17:20:00,002
MHIJ1865,2024-10-05 17:20:00,002
MHIM8153,2024-10-05 17:20:00,002
MHJZ6430,2024-10-05 17:20:00,002
MHKL4408,2024-10-05 17:20:00,002
MHXE2219,2024-10-05 17:40:00,002
MHTM9354,2024-10-05 17:40:00,002
MHVA0022,2024-10-05 17:40:00,002
MHNU8428,2024-10-05 17:40:00,002
MHCC8760,2024-10-05 17:40:00,002
MHWV6952,2024-10-05 17:40:00,002
MHDO3183,2024-10-05 17:40:00,002
MHOM3854,2024-10-05 17:40:00,002
MHLI4992,2024-10-12 12:00:00,002
MHYE3323,2024-10-12 12:00:00,002
MHOB1967,2024-10-12 12:00:00,002
MHAF4661,2024-10-12 12:20:00,002
MHFE9573,2024-10-12 12:20:00,002
MHCF2082,2024-10-12 12:20:00,002
MHNC9637,2024-10-12 12:20:00,002
MHPQ6645,2024-10-12 12:40:00,002
MHPS3092,2024-10-12 12:40:00,002
MHGQ8483,2024-10-12 12:40:00,002
MHWB7116,2024-10-12 13:00:00,002
MHVC4415,2024-10-12 13:00:00,002
MHEN4883,2024-10-12 13:00:00,002
MHMM6901,2024-10-12 13:00:00,002
MHBZ0281,2024-10-12 13:20:00,002
MHQH4843,2024-10-12 13:20:00,002
MHLA3093,2024-10-12 13:20:00,002
MHNT6614,2024-10-12 13:40:00,002
MHZD7581,2024-10-12 13:40:00,002
MHEJ1855,2024-10-12 13:40:00,002
MHLT6172,2024-10-12 13:40:00,002
MHTP8958,2024-10-12 13:40:00,002
MHMG7614,2024-10-12 14:00:00,002
MHKO1679,2024-10-12 14:00:00,002
MHPB6934,2024-10-12 14:00:00,002
MHST8686,2024-10-12 14:00:00,002
MHRT0847,2024-10-12 14:00:00,002
MHWS3563,2024-10-12 14:00:00,002
MHKF9924,2024-10-12 14:00:00,002
MHFH3505,2024-10-12 14:00:00,002
MHIF9801,2024-10-12 14:00:00,002
MHVJ7010,2024-10-12 14:00:00,002
MHBT1133,2024-10-12 14:00:00,002
MHBX3344,2024-10-12 14:00:00,002
MHOC0913,2024-10-12 14:00:00,002
MHHC7066,2024-10-12 14:00:00,002
MHIN5394,2024-10-12 14:20:00,002
MHUJ3181,2024-10-12 14:20:00,002
MHWQ3062,2024-10-12 14:20:00,002
MHQX3471,2024-10-12 14:20:00,002
MHZD1088,2024-10-12 14:40:00,002
MHCD0524,2024-10-12 14:40:00,002
MHKM0227,2024-10-19 13:20:00,002
MHOT3382,2024-10-19 13:20:00,002
MHZR9980,2024-10-19 13:20:00,002
MHFV4130,2024-10-19 13:40:00,002
MHGT5325,2024-10-19 13:40:00,002
MHAO5621,2024-10-19 13:40:00,002
MHWW1113,2024-10-19 14:00:00,002
MHYN5479,2024-10-19 14:00:00,002
MHBH1487,2024-10-19 14:00:00,002
MHDN9310,2024-10-19 14:00:00,002
MHHF2034,2024-10-19 14:00:00,002
MHJV8730,2024-10-19 14:20:00,002
MHLS4994,2024-10-19 14:20:00,002
MHZZ0258,2024-10-19 14:20:00,002
MHIQ5855,2024-10-19 14:20:00,002
MHJM5150,2024-10-19 14:20:00,002
MHXM1746,2024-10-19 14:20:00,002
MHZO4130,2024-10-19 14:40:00,002
MHLT3352,2024-10-19 14:40:00,002
MHBU5467,2024-10-19 14:40:00,002
MHTQ6231,2024-10-19 15:00:00,002
MHVV6689,2024-10-19 15:00:00,002
MHUO5333,2024-10-19 15:00:00,002
MHHT8711,2024-10-19 15:00:00,002
MHEV2277,2024-10-19 15:20:00,002
MHHY6930,2024-10-19 15:20:00,002
MHHH2336,2024-10-19 15:20:00,002
MHGH4646,2024-10-19 15:20:00,002
MHKA7553,2024-10-19 15:40:00,002
MHTS0995,2024-10-26 14:40:00,002
MHID5712,2024-10-26 14:40:00,002
MHJH7685,2024-10-26 14:40:00,002
MHEP9996,2024-10-26 15:00:00,002
MHMR0241,2024-10-26 15:00:00,002
MHIK8825,2024-10-26 15:00:00,002
MHDW7736,2024-10-26 15:00:00,002
MHGT5846,2024-10-26 15:00:00,002
MHQS2493,2024-10-26 15:20:00,002
MHHF2790,2024-10-26 15:20:00,002
MHVC1308,2024-10-26 15:20:00,002
MHXS2147,2024-10-26 15:20:00,002
MHOF8790,2024-10-26 15:20:00,002
MHLE3096,2024-10-26 15:20:00,002
MHMJ8657,2024-10-26 15:40:00,002
MHEZ0666,2024-10-26 15:40:00,002
MHQB5779,2024-10-26 15:40:00,002
MHAO6348,2024-10-26 15:40:00,002
MHHP4788,2024-10-26 15:40:00,002
MHJN3958,2024-10-26 16:00:00,002
MHIC5547,2024-10-26 16:00:00,002
MHPI3543,2024-10-26 16:00:00,002
MHZI5113,2024-10-26 16:00:00,002
MHRG8515,2024-10-26 16:00:00,002
MHTD6422,2024-10-26 16:20:00,002
MHUL8030,2024-10-26 16:20:00,002
MHCF1020,2024-10-26 16:20:00,002
MHJJ6469,2024-10-26 16:20:00,002
MHFI3557,2024-10-26 16:40:00,002
MHBA8763,2024-10-26 16:40:00,002
MHVS0876,2024-10-26 16:40:00,002
MHID2445,2024-10-26 16:40:00,002
MHPW2951,2024-10-26 16:40:00,002
MHBA5766,2024-10-26 17:00:00,002
MHSK2093,2024-10-26 17:20:00,002
MHWH0555,2024-11-02 12:40:00,002
MHBM0342,2024-11-02 12:40:00,002
MHJT1717,2024-11-02 13:00:00,002
MHYP3806,2024-11-02 13:00:00,002
MHBD7416,2024-11-02 13:00:00,002
MHNM2266,2024-11-02 13:00:00,002
MHFO8103,2024-11-02 13:00:00,002
MHVN2265,2024-11-02 13:00:00,002
MHRV8215,2024-11-02 13:00:00,002
MHJM5179,2024-11-02 13:20:00,002
MHYQ7048,2024-11-02 13:40:00,002
MHCO7106,2024-11-02 14:00:00,002
MHJX1545,2024-11-02 14:00:00,002
MHMN9705,2024-11-02 14:00:00,002
MHYK5641,2024-11-02 14:00:00,002
MHHR3343,2024-11-02 14:00:00,002
MHTW1725,2024-11-02 14:00:00,002
MHCO0339,2024-11-02 14:00:00,002
MHYS7123,2024-11-02 14:20:00,002
MHSH2038,2024-11-02 14:20:00,002
MHDB7308,2024-11-02 14:20:00,002
MHHY6890,2024-11-02 14:20:00,002
MHGG0357,2024-11-02 14:20:00,002
MHMP3991,2024-11-02 14:40:00,002
MHDG5210,2024-11-02 14:40:00,002
MHZG6789,2024-11-02 14:40:00,002
MHWK4928,2024-11-02 14:40:00,002
MHUL3798,2024-11-02 14:40:00,002
MHZW2946,2024-11-02 14:40:00,002
MHJT4146,2024-11-02 14:40:00,002
MHWL7209,2024-11-02 15:00:00,002
MHUL2703,2024-11-02 15:00:00,002
MHTP1148,2024-11-02 15:00:00,002
MHNA3857,2024-11-02 15:00:00,002
MHJK8643,2024-11-02 15:00:00,002
MHVO6199,2024-11-02 15:00:00,002
MHMO6302,2024-11-02 15:20:00,002
MHAW5696,2024-11-02 15:20:00,002
MHMS4046,2024-11-02 15:20:00,002
MHID5188,2024-11-02 15:20:00,002
MHII7195,2024-11-09 13:00:00,002
MHZN5804,2024-11-09 13:00:00,002
MHYV2746,2024-11-09 13:00:00,002
MHSB8674,2024-11-09 13:20:00,002
MHYV5332,2024-11-09 13:20:00,002
MHPD2125,2024-11-09 13:20:00,002
MHJG3063,2024-11-09 13:20:00,002
MHFP1409,2024-11-09 13:40:00,002
MHKH9973,2024-11-09 14:00:00,002
MHMD5305,2024-11-09 14:00:00,002
MHPY2628,2024-11-09 14:00:00,002
MHYT3357,2024-11-09 14:00:00,002
MHKV8494,2024-11-09 14:20:00,002
MHNC5889,2024-11-09 14:20:00,002
MHBM2888,2024-11-09 14:20:00,002
MHEE8173,2024-11-09 14:20:00,002
MHVI7193,2024-11-09 14:20:00,002
MHBB1404,2024-11-09 14:20:00,002
MHRA0188,2024-11-09 14:20:00,002
MHGW8834,2024-11-09 14:20:00,002
MHZY0460,2024-11-09 14:40:00,002
MHVA2198,2024-11-09 14:40:00,002
MHCS7798,2024-11-09 14:40:00,002
MHWH7949,2024-11-09 14:40:00,002
MH4S0891,2024-11-09 14:40:00,002
MHLI9176,2024-11-09 14:40:00,002
MHOX1034,2024-11-09 14:40:00,002
MHOE3668,2024-11-09 14:40:00,002
MHHZ4441,2024-11-09 14:40:00,002
MHIK6833,2024-11-09 15:00:00,002
MHPF1525,2024-11-09 15:00:00,002
MHTD2996,2024-11-09 15:00:00,002
MHKI5742,2024-11-09 15:00:00,002
MHTP2014,2024-11-09 15:00:00,002
MHZX5614,2024-11-09 15:00:00,002
MHAT4088,2024-11-09 15:00:00,002
MHCE0253,2024-11-09 15:20:00,002
MHAS6887,2024-11-09 15:20:00,002
MHMJ2863,2024-11-09 15:20:00,002
MHUS6E95,2024-11-09 15:20:00,002
MHGL1365,2024-11-09 15:20:00,002
